trainer	loss	sampler	filterer	num_negs_per_pos	workers	epochs	time	frequency
lcwa	marginranking	none	none	0	0	3	0.004035360179841518	743.4280625026685
lcwa	marginranking	none	none	0	0	3	0.003317209891974926	904.3744887104286
lcwa	marginranking	none	none	0	0	3	0.002892055083066225	1037.3246407254903
lcwa	marginranking	none	none	0	0	3	0.0016215997748076916	1850.0249239093384
lcwa	marginranking	none	none	0	0	3	0.0017234478145837784	1740.6967444062213
lcwa	marginranking	none	none	0	0	3	0.001592251006513834	1884.1250454401486
lcwa	marginranking	none	none	0	0	3	0.0016460493206977844	1822.545632307212
lcwa	marginranking	none	none	0	0	3	0.0015875110402703285	1889.7506372548733
lcwa	marginranking	none	none	0	0	3	0.001616890076547861	1855.4137003581257
lcwa	marginranking	none	none	0	0	3	0.001572451088577509	1907.8494852987121
lcwa	marginranking	none	none	0	0	3	0.0015771808102726936	1902.128139310357
lcwa	marginranking	none	none	0	0	3	0.0016140700317919254	1858.6554120389858
lcwa	marginranking	none	none	0	0	3	0.0015836609527468681	1894.3448689547372
lcwa	marginranking	none	none	0	0	3	0.0015955599956214428	1880.2176090104042
lcwa	marginranking	none	none	0	0	3	0.0015674512833356857	1913.9350816796768
lcwa	marginranking	none	none	0	0	3	0.0015767603181302547	1902.635400894312
lcwa	marginranking	none	none	0	0	3	0.0016110013239085674	1862.1958625840741
lcwa	marginranking	none	none	0	0	3	0.0015776013024151325	1901.6211481363084
lcwa	marginranking	none	none	0	0	3	0.001581120304763317	1897.3888267465388
lcwa	marginranking	none	none	0	0	3	0.001684760209172964	1780.6688356396292
lcwa	marginranking	none	none	0	0	3	0.0015713106840848923	1909.2341383442924
lcwa	marginranking	none	none	0	0	3	0.0017227786593139172	1741.372859351953
lcwa	marginranking	none	none	0	0	3	0.0015773908235132694	1901.8748906616568
lcwa	marginranking	none	none	0	0	3	0.001613409724086523	1859.4160895481982
lcwa	marginranking	none	none	0	0	3	0.0015896102413535118	1887.2550779778433
lcwa	marginranking	none	none	0	0	3	0.001584331039339304	1893.543663230291
lcwa	marginranking	none	none	0	0	3	0.0015772911719977856	1901.9950490182619
lcwa	marginranking	none	none	0	0	3	0.0015684012323617935	1912.775849762894
lcwa	marginranking	none	none	0	0	3	0.0017152591608464718	1749.006837263889
lcwa	marginranking	none	none	0	0	3	0.0015738299116492271	1906.1780296552372
lcwa	marginranking	none	none	0	0	3	0.0015864009037613869	1891.0730527743287
lcwa	marginranking	none	none	0	0	3	0.001582170370966196	1896.1295540934489
lcwa	marginranking	none	none	0	0	3	0.0015654810704290867	1916.3438361970882
lcwa	marginranking	none	none	0	0	3	0.0015997113659977913	1875.3383040001117
lcwa	marginranking	none	none	0	0	3	0.0015784408897161484	1900.609658268224
lcwa	marginranking	none	none	0	0	3	0.001571169588714838	1909.4055928449427
lcwa	marginranking	none	none	0	0	3	0.0016220402903854847	1849.522492001131
lcwa	marginranking	none	none	0	0	3	0.0015633413568139076	1918.9666971479633
lcwa	marginranking	none	none	0	0	3	0.001594299916177988	1881.703667897
lcwa	marginranking	none	none	0	0	3	0.001570971217006445	1909.646699776354
lcwa	marginranking	none	none	0	0	3	0.00158770103007555	1889.524503147325
lcwa	marginranking	none	none	0	0	3	0.0016086208634078503	1864.9515670488845
lcwa	marginranking	none	none	0	0	3	0.001568610779941082	1912.5203258597278
lcwa	marginranking	none	none	0	0	3	0.0016831993125379086	1782.320119580274
lcwa	marginranking	none	none	0	0	3	0.0015568411909043789	1926.9788193728873
lcwa	marginranking	none	none	0	0	3	0.0016894489526748657	1775.7269287421611
lcwa	marginranking	none	none	0	0	3	0.0016924492083489895	1772.5790441454646
lcwa	marginranking	none	none	0	0	3	0.0015787109732627869	1900.2845047689614
lcwa	marginranking	none	none	0	0	3	0.0015837009996175766	1894.2969668671192
lcwa	marginranking	none	none	0	0	3	0.0015838509425520897	1894.1176340533925
lcwa	marginranking	none	none	0	0	3	0.0016864491626620293	1778.8855225641992
lcwa	marginranking	none	none	0	0	3	0.001574771013110876	1905.038875508421
lcwa	marginranking	none	none	0	0	3	0.0015797195956110954	1899.0712075325534
lcwa	marginranking	none	none	0	0	3	0.0015828413888812065	1895.3257231417724
lcwa	marginranking	none	none	0	0	3	0.001581030897796154	1897.4961236885308
lcwa	marginranking	none	none	0	0	3	0.0015705106779932976	1910.2066875681587
lcwa	marginranking	none	none	0	0	3	0.0016868188977241516	1778.4956073515577
lcwa	marginranking	none	none	0	0	3	0.0015789009630680084	1900.0558427493847
lcwa	marginranking	none	none	0	0	3	0.0015987507067620754	1876.4651595218697
lcwa	marginranking	none	none	0	0	3	0.0015850597992539406	1892.673072279069
lcwa	marginranking	none	none	0	0	3	0.0017044791020452976	1760.0685138351864
lcwa	marginranking	none	none	0	0	3	0.0015753409825265408	1904.3496190828369
lcwa	marginranking	none	none	0	0	3	0.0015750909224152565	1904.651952028126
lcwa	marginranking	none	none	0	0	3	0.0015912000089883804	1885.369521778269
lcwa	marginranking	none	none	0	0	3	0.0015645306557416916	1917.5079689172344
lcwa	marginranking	none	none	0	0	3	0.0015809512697160244	1897.591695244895
lcwa	marginranking	none	none	0	0	3	0.0015736310742795467	1906.418886252285
lcwa	marginranking	none	none	0	0	3	0.001682948786765337	1782.585437888495
lcwa	marginranking	none	none	0	0	3	0.0017007291316986084	1763.9493227259186
lcwa	marginranking	none	none	0	0	3	0.0015697912313044071	1911.0821491257605
lcwa	marginranking	none	none	0	0	3	0.001676109153777361	1789.8595644794698
lcwa	marginranking	none	none	0	0	3	0.0016729389317333698	1793.2513513159934
lcwa	marginranking	none	none	0	0	3	0.0016827192157506943	1782.82863351129
lcwa	marginranking	none	none	0	0	3	0.0015841112472116947	1893.806388459466
lcwa	marginranking	none	none	0	0	3	0.0015714913606643677	1909.0146310010336
lcwa	marginranking	none	none	0	0	3	0.002472739201039076	1213.2294415599358
lcwa	marginranking	none	none	0	0	3	0.002553428988903761	1174.8907108977255
lcwa	marginranking	none	none	0	0	3	0.0024130111560225487	1243.2598964627273
lcwa	marginranking	none	none	0	0	3	0.002139722928404808	1402.0506861776446
lcwa	marginranking	none	none	0	0	3	0.001575280912220478	1904.4222377907647
lcwa	marginranking	none	none	0	0	3	0.0015717409551143646	1908.7114770650683
lcwa	marginranking	none	none	0	0	3	0.0015984601341187954	1876.8062687117626
lcwa	marginranking	none	none	0	0	3	0.001565219834446907	1916.6636749527859
lcwa	marginranking	none	none	0	0	3	0.001598600298166275	1876.641711778263
lcwa	marginranking	none	none	0	0	3	0.0015703700482845306	1910.3777503125423
lcwa	marginranking	none	none	0	0	3	0.001591560896486044	1884.9420129783305
lcwa	marginranking	none	none	0	0	3	0.0015707919374108315	1909.8646539687245
lcwa	marginranking	none	none	0	0	3	0.001585181336849928	1892.5279589536422
lcwa	marginranking	none	none	0	0	3	0.001592310145497322	1884.0550683441245
lcwa	marginranking	none	none	0	0	3	0.001546231098473072	1940.2015668696276
lcwa	marginranking	none	none	0	0	3	0.0015664608217775822	1915.1452486348633
lcwa	marginranking	none	none	0	0	3	0.0015686210244894028	1912.5078353304114
lcwa	marginranking	none	none	0	0	3	0.0015566209331154823	1927.2514818335908
lcwa	marginranking	none	none	0	0	3	0.0015716305933892727	1908.8455090011973
lcwa	marginranking	none	none	0	0	3	0.001570811029523611	1909.8414408955528
lcwa	marginranking	none	none	0	0	3	0.0015555499121546745	1928.57842526219
lcwa	marginranking	none	none	0	0	3	0.0015663811936974525	1915.242606378899
lcwa	marginranking	none	none	0	0	3	0.0015591210685670376	1924.1610292376142
lcwa	marginranking	none	none	0	0	3	0.001558390911668539	1925.0625613492305
lcwa	marginranking	none	none	0	0	3	0.0015764697454869747	1902.986091923568
lcwa	marginranking	none	none	0	0	3	0.0015791412442922592	1899.7667313442519
lcwa	marginranking	none	none	0	0	3	0.0016897991299629211	1775.3589446254646
lcwa	marginranking	none	none	0	0	3	0.0015829000622034073	1895.2554691443881
lcwa	marginranking	none	none	0	0	3	0.0015823906287550926	1895.865626024452
lcwa	marginranking	none	none	0	0	3	0.001560230739414692	1922.79252306324
lcwa	marginranking	none	none	0	0	3	0.00169061915948987	1774.497812331208
lcwa	marginranking	none	none	0	0	3	0.0015717907808721066	1908.650970923403
lcwa	marginranking	none	none	0	0	3	0.0015724711120128632	1907.8251912429787
lcwa	marginranking	none	none	0	0	3	0.0015858099795877934	1891.7777278585443
lcwa	marginranking	none	none	0	0	3	0.001571600791066885	1908.881706507314
lcwa	marginranking	none	none	0	0	3	0.0015699812211096287	1910.8508813116025
lcwa	marginranking	none	none	0	0	3	0.001704599242657423	1759.944463733941
lcwa	marginranking	none	none	0	0	3	0.0015606014057993889	1922.335830822417
lcwa	marginranking	none	none	0	0	3	0.0015982813201844692	1877.0162437071767
lcwa	marginranking	none	none	0	0	3	0.0015741907991468906	1905.7410331872131
lcwa	marginranking	none	none	0	0	3	0.0015639509074389935	1918.218778946566
lcwa	marginranking	none	none	0	0	3	0.0015733810141682625	1906.7218766370409
lcwa	marginranking	none	none	0	0	3	0.0015856800600886345	1891.932726853051
lcwa	marginranking	none	none	0	0	3	0.0015842397697269917	1893.652752144319
lcwa	marginranking	none	none	0	0	3	0.0015662708319723606	1915.3775571637152
lcwa	marginranking	none	none	0	2	3	0.0024321996606886387	1233.451368523996
lcwa	marginranking	none	none	0	2	3	0.0016302107833325863	1840.2528253844566
lcwa	marginranking	none	none	0	2	3	0.0016299700364470482	1840.5246310780628
